Order,Family,Genus_species,FAD,LAD,lnMass_g,PBDB life habit,PBDB_diet,taxon rank at which diet assignment was made,Recoded_Diet,Recoded_groups
Perissodactyla,Equidae,Mesohippus bairdi,36.75,32.7,10.24707292,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Orohippus pumilus,50.75,46.45,10.25340192,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Plesiocolopirus hancocki,42.7,39.6,10.2549419,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Mesohippus exoletus,35.5,34.55,10.312,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,NA,Isectolophus annectens,47.95,41.55,10.3238356,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Xenicohippus osborni,53.7,53.7,10.32406232,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Colodon kayi,43.05,35.85,10.32820218,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Barbouromeryx trigonocorneus,19.55,18.45,10.37279061,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Parahippus pawniensis,30.65,15.55,10.40337042,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,NA,Heptodon posticus,53.4875,50.9375,10.413,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Triplopus obliquidens,44.95,41.15,10.45245306,ground dwelling,browser,species,herbivore,herbivore guild
Rodentia,Castoridae,Procastoroides sweeti,3.5,3,10.46,amphibious,browser,species,herbivore,Rodentia
Perissodactyla,Equidae,Miohippus equinanus,25.55,23.1,10.49,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Colodon stovalli,38.35,37.1,10.54020218,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Kalobatippus avus,23.5,23.5,10.54123456,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Miohippus obliquidens,34.85,30.25,10.56157388,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Prosynthetoceras orthrionanus,21.9,21.9,10.62947066,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Triplopus implicatus,46.85,41.65,10.66,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Protoceras skinneri,30.25,27.25,10.67613883,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Protoceras celer,33.65,32.55,10.69669399,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Miohippus grandis,36.9,33.65,10.708,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Chalicotheriidae,Eomoropus amarorum,45.15,44.75,10.761,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Bouromeryx submilleri,19.1,17.65,10.76851982,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Triplopus woodi,42.85,40,10.783,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Miohippus assiniboiensis,32.55,32.55,10.905,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Bouromeryx americanus,16.5,13,10.95354077,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Hyracodon medius,43.05,37.2,10.958,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Bouromeryx milleri,17.95,15.3,10.963,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Colodon occidentalis,36.9,33.2,10.98,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Subdromomeryx antilopinus,16.85,16.05,11.00317837,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Subdromomeryx scotti,17.95,17.6,11.00635674,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Archaeohippus penultimus,17.65,17.3,11.015,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Teletaceras mortivallis,39.45,39.45,11.022,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Anthracotheriidae,Heptacodon pellionis,42.3,41.4,11.03928256,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Triplopus rhinocerinus,43.05,41.25,11.063,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Prosynthetoceras texanus,21.9,17.8,11.06746232,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Eotitanops minimus,51.8,50.45,11.06766097,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Miohippus intermedius,32.55,25.8,11.07596635,ground dwelling,browser,species,herbivore,herbivore guild
NA,NA,Tapiravus validus,NA,NA,11.08,ground dwelling,browser,species,herbivore,herbivore guild
NA,NA,Sinclairomeryx sinclairi,NA,NA,11.09846015,ground dwelling,browser,species,herbivore,herbivore guild
Rodentia,Castoridae,Procastoroides idahoensis,3.35,2.8,11.1095,amphibious,browser,species,herbivore,Rodentia
Perissodactyla,Equidae,Parahippus leonensis,24.2,18.6,11.12303901,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Cervidae,Odocoileus virginianus,3.65,0.006,11.1395,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Mesohippus westoni,37.85,36.1,11.17252206,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Epitriplopus uintensis,44.75,40.65,11.184,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Syndyoceras cooki,22.15,20.2,11.20615795,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Archaeohippus stenolophus,20.5,19.15,11.20954586,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Pliohippus fossulatus,12.25,11.9,11.22920062,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Hyracodon petersoni,36.7,36.6,11.24405879,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Eotitanops borealis,52.25,49.25,11.26981321,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Miohippus gidleyi,33.2,32.55,11.291,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Miotapirus harrisonensis,22.15,21.55,11.301,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Oromerycidae,Montanatylopus matthewi,36.95,36.95,11.3196132,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyrachyidae,Hyrachyus modestus,52.2,46.45,11.33739811,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Protapirus simplex,33.8,31.25,11.35115457,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Sinclairomeryx riparius,17.6,17.6,11.35423007,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Drepanomeryx falciformis,17.2,15.85,11.41,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Cranioceras teres,13.1,12.8,11.48,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Lambdoceras hessei,17.375,17.375,11.49272276,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Palaeomeryx kaupi,18.2,14.81,11.51292546,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Rakomeryx sinclairi,16.65,15.4,11.60906056,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Archaeohippus mourningi,16.95,15.7,11.6186978,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Parahippus cognatus,13.8,12.9,11.62732082,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Cervidae,Odocoileus hemionus,2.3,0.006,11.63,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Anthracotheriidae,Bothriodon rostratus,35.1,35.1,11.665,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Anchitherium navasotae,18.65,18.6,11.7045,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hipparion tehonense,12.25,8.6,11.71636273,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyrachyidae,Hyrachyus eximius,52.1,45.15,11.7229238,ground dwelling,browser,species,herbivore,herbivore guild
Rodentia,Castoridae,Castoroides leiseyorum,1.3,1.3,11.733,amphibious,browser,species,herbivore,Rodentia
Perissodactyla,Equidae,Astrohippus stockii,8.2,5.65,11.73481397,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Dinohippus leardi,11.8,10.75,11.74671509,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Hyracodon priscidens,37.75,35.5,11.77079498,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Anthracotheriidae,Elomeryx armatus,33.65,30.75,11.78834531,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Teletaceras radinskyi,39.6,39.6,11.795,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Cranioceras unicornis,15.4,10.65,11.83382727,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Procranioceras skinneri,13.3,12.75,11.86599239,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Tapirus polkensis,13.1,7.6,11.8875,amphibious,browser,species,herbivore,herbivore guild
Proboscidea,Mammutidae,Mammut americanum,5.95,0.006,11.89477331,ground dwelling,browser,species,herbivore,herbivore guild
Rodentia,Castoridae,Castoroides ohioensis,1.1,0.011385,11.92279428,amphibious,browser,species,herbivore,Rodentia
Artiodactyla,Palaeomerycidae,Dromomeryx whitfordi,16.5,14.5,11.94377457,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Lambdoceras trinitiensis,17.3,15.85,11.94969542,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hipparion matthewi,8.47,7.016,11.98,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Hyracodon nebraskensis,37.5,31.55,11.99489779,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Desmatippus avus,17.2,15.65,11.9955,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Lambdoceras siouxensis,16.5,15.4,12.00150548,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Camelidae,Palaeolama mirifica,1.55,0.069,12.00651158,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Prosynthetoceras francisi,18.65,13.45,12.037,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Colodon cingulatus,38.9,32.85,12.061,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Astrohippus ansae,8.4,7.15,12.10597826,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Chalicotheriidae,Moropus oregonensis,23.05,21.9,12.117,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Dromomeryx borealis,16.85,13.75,12.13030386,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Pliohippus tehonensis,12.6,11.7,12.1305,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hipparion dietrichi,8.225,2.588,12.15534671,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Pliohippus pernix,13.5,11.7,12.197,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Palaeosyops fontinalis,51.8,46.15,12.20388927,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Pliohippus nobilis,11.3,9.25,12.21060875,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Pliohippus mirabilis,13.75,12.75,12.21521392,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hipparion chiai,8.725,8.725,12.22672684,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Tapirus arvernensis,4.266,2.894,12.24054235,amphibious,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Penetrigonias dakotensis,37.75,35.7,12.25471771,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Anchitherium clarencei,21.7,17.375,12.26994274,ground dwelling,browser,species,herbivore,herbivore guild
NA,NA,Tragelaphus buxtoni,NA,NA,12.27277855,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hipparion longipes,4.266,4.266,12.27738372,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Nexuotapirus marslandensis,23.5,21.7,12.283,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Dinohippus leidyanus,11.1,6.3,12.31883025,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hipparion weihoense,8.725,8.725,12.32343542,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hipparion forcei,11.8,11.7,12.33163965,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Yumaceras hamiltoni,10.95,8.5,12.36165435,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Tapirus johnsoni,11.9,11.7,12.36421153,amphibious,browser,species,herbivore,herbivore guild
Perissodactyla,Hyracodontidae,Hyracodon leidyanus,33.1,31.55,12.37623621,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Nexuotapirus robustus,24.3,24.2,12.3925,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hypohippus equinus,22.9,22.9,12.4225,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Menoceras cooki,21.75,20.85,12.4339595,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hypohippus affinis,17.8,11.7,12.46367021,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Hypohippus osborni,16.4,11.9,12.47011204,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Dinohippus interpolatus,10.25,5.8,12.52724365,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Camelidae,Procamelus occidentalis,13.1,11.7,12.5965993,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Tapirus simpsoni,11.1,9.05,12.61694106,amphibious,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Megahippus matthewi,12.15,11.7,12.61776345,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Megahippus mckennai,14,12.9,12.62737665,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Yumaceras figginsi,11.2,9.25,12.628086,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Anthracotheriidae,Bothriodon advena,36.9,36.9,12.63424466,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Palaeomerycidae,Yumaceras ruminalis,9.25,9.25,12.66,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Palaeosyops laevidens,49.45,46.45,12.66191543,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Protoceratidae,Kyptoceras amatorum,6.45,6.45,12.71635187,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Sinohippus zitteli,4.466,3.96,12.71948005,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Subhyracodon mitis,36.1,33.8,12.723,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Dinohippus mexicanus,10.1,5.5,12.74078478,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Uintaceras radinskyi,45.15,41.55,12.79377146,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Giraffidae,Giraffokeryx punjabiensis,14.81,6.289,12.80007053,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Anthracotheriidae,Anthracotherium pangan,37.15,37.15,12.80765263,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Palaeosyops paludosus,49.45,46.45,12.8144486,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Trigonias osborni,38.15,34.85,12.82174003,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Metarhinus pater,45.85,43.75,12.91363867,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Palaeosyops laticeps,46.3,46.15,12.91363867,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Archaeohippus mannulus,19.55,19.55,12.93592305,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Sphenocoelus hyognathus,44.75,44.75,12.94973856,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Telmatherium cultridens,49.25,41.8,12.958,ground dwelling,browser,species,herbivore,herbivore guild
NA,NA,Skinneroceras manningi,NA,NA,12.97,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Equidae,Pliohippus tantalus,12.2,11.7,13.05565748,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Telmatherium manteoceras,48.55,46.15,13.08504847,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Camelidae,Procamelus grandis,12.75,9.05,13.10627576,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Brontotheriidae,Palaeosyops robustus,48.4,46.15,13.10684724,ground dwelling,browser,species,herbivore,herbivore guild
Artiodactyla,Camelidae,Procamelus leptocolon,15.4,15.4,13.12236338,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Amynodontidae,Amynodon advenus,49.25,40.35,13.13165335,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Amynodontidae,Amynodontopsis bodei,40.5,38.9,13.14396534,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Amynodontidae,Amynodon reedi,44.75,44.75,13.16958199,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Menoceras arikarense,21.6,20.85,13.17782874,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Rhinocerotidae,Peraceras hessei,17.8,15.85,13.30699041,ground dwelling,browser,species,herbivore,herbivore guild
Perissodactyla,Tapiridae,Tapirus merriami,2,0.01145,13.32,amphibious,browser,species,herbivore,herbivore guild
